name_new,name_old,home_wins_new,home_wins_old,away_wins_new,away_wins_old,home_draws_new,home_draws_old,away_draws_new,away_draws_old,home_loss_new,home_loss_old,away_loss_new,away_loss_old,team_old,team_new,league,new_manager_type,old_manager_type,start_date_new,start_date_old,wins_new,wins_old,draws_new,draws_old,loss_new,loss_old,first_bounce_effect,first_bounce_cause,match_location,year,bounce_effect,bounce_value
Eddie Howe,Graeme Jones,0,0,0,0,1,0,0,0,0,1,0,0,Newcastle Utd,Newcastle Utd,EPL,PERMANENT,INTERIM,2021-11-20,2021-10-30,0,0,1,0,0,1,DRAW,LOSS,HOME,2021,True,Bounce
Thomas Doll,André Breitenreiter,0,0,0,0,0,0,0,0,1,1,0,0,Hannover 96,Hannover 96,BUNDESLIGA,PERMANENT,PERMANENT,2019-02-01,2019-01-19,0,0,0,0,1,1,LOSS,LOSS,HOME,2019,False,No-Bounce
Peter Bosz,Heiko Herrlich,0,0,0,1,0,0,0,0,1,0,0,0,Leverkusen,Leverkusen,BUNDESLIGA,PERMANENT,PERMANENT,2019-01-19,2018-12-19,0,1,0,0,1,0,LOSS,WIN,HOME,2019,False,No-Bounce
Hannes Wolf,Peter Bosz,1,0,0,0,0,0,0,0,0,1,0,0,Leverkusen,Leverkusen,BUNDESLIGA,PERMANENT,PERMANENT,2021-04-03,2021-03-14,1,0,0,0,0,1,WIN,LOSS,HOME,2021,True,Bounce
Xabi Alonso,Gerardo Seoane,1,0,0,0,0,1,0,0,0,0,0,0,Leverkusen,Leverkusen,BUNDESLIGA,PERMANENT,PERMANENT,2022-10-08,2022-09-17,1,0,0,1,0,0,WIN,DRAW,HOME,2022,True,Bounce
Gennaro Gattuso,Vincenzo Montella,0,0,0,0,0,0,1,0,0,0,0,1,Milan,Milan,SERIE_A,PERMANENT,PERMANENT,2017-12-03,2017-11-18,0,0,1,0,0,1,DRAW,LOSS,AWAY,2017,True,Bounce
Stefano Pioli,Marco Giampaolo,0,0,0,0,1,0,0,0,0,1,0,0,Milan,Milan,SERIE_A,PERMANENT,PERMANENT,2019-10-20,2019-09-29,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Claudio Ranieri,Slaviša Jokanović,1,0,0,0,0,0,0,0,0,0,0,1,Fulham,Fulham,EPL,PERMANENT,PERMANENT,2018-11-24,2018-11-05,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Scott Parker,Claudio Ranieri,0,0,0,0,0,0,0,0,1,0,0,1,Fulham,Fulham,EPL,PERMANENT,PERMANENT,2019-03-03,2019-02-22,0,0,0,0,1,1,LOSS,LOSS,HOME,2019,False,No-Bounce
Javier Calleja,Fran Escribá,1,0,0,0,0,1,0,0,0,0,0,0,Villarreal,Villarreal,LALIGA,PERMANENT,PERMANENT,2017-10-01,2017-09-21,1,0,0,1,0,0,WIN,DRAW,HOME,2017,True,Bounce
Luis García,Javier Calleja,0,0,0,0,0,0,1,0,0,0,0,1,Villarreal,Villarreal,LALIGA,PERMANENT,PERMANENT,2018-12-16,2018-12-02,0,0,1,0,0,1,DRAW,LOSS,AWAY,2018,True,Bounce
Javier Calleja,Luis García,0,0,0,0,1,1,0,0,0,0,0,0,Villarreal,Villarreal,LALIGA,PERMANENT,PERMANENT,2019-02-03,2019-01-20,0,0,1,1,0,0,DRAW,DRAW,HOME,2019,False,No-Bounce
Quique Setién,Unai Emery,0,0,0,0,0,0,0,0,0,0,1,1,Villarreal,Villarreal,LALIGA,PERMANENT,PERMANENT,2022-10-30,2022-10-20,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Romain Pitau,Olivier Dall’Oglio,0,0,0,0,0,0,0,0,1,1,0,0,Montpellier,Montpellier,LIGUE_1,PERMANENT,PERMANENT,2022-10-22,2022-10-09,0,0,0,0,1,1,LOSS,LOSS,HOME,2022,False,No-Bounce
Michel Der Zakarian,Romain Pitau,1,0,0,0,0,0,0,0,0,1,0,0,Montpellier,Montpellier,LIGUE_1,PERMANENT,PERMANENT,2023-02-12,2023-02-01,1,0,0,0,0,1,WIN,LOSS,HOME,2023,True,Bounce
Florian Kohfeldt,Alexander Nouri,0,0,0,0,0,0,0,1,0,0,1,0,Werder Bremen,Werder Bremen,BUNDESLIGA,PERMANENT,PERMANENT,2017-11-03,2017-10-22,0,0,0,1,1,0,LOSS,DRAW,AWAY,2017,False,No-Bounce
Thomas Schaaf,Florian Kohfeldt,0,0,0,0,0,1,0,0,1,0,0,0,Werder Bremen,Werder Bremen,BUNDESLIGA,INTERIM,PERMANENT,2021-05-22,2021-05-08,0,0,0,1,1,0,LOSS,DRAW,HOME,2021,False,No-Bounce
Heiko Butscher,Thomas Reis,0,0,0,0,1,0,0,0,0,1,0,0,Bochum,Bochum,BUNDESLIGA,INTERIM,PERMANENT,2022-09-18,2022-09-03,0,0,1,0,0,1,DRAW,LOSS,HOME,2022,True,Bounce
Thomas Letsch,Heiko Butscher,0,0,0,0,0,0,0,0,0,0,1,1,Bochum,Bochum,BUNDESLIGA,PERMANENT,INTERIM,2022-10-01,2022-09-10,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Claudio Ranieri,Eusebio Di Francesco,0,0,0,0,1,0,0,0,0,1,0,0,Sampdoria,Sampdoria,SERIE_A,PERMANENT,PERMANENT,2019-10-20,2019-09-28,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Marco Giampaolo,Roberto D'Aversa,0,0,0,0,0,0,0,0,0,0,1,1,Sampdoria,Sampdoria,SERIE_A,PERMANENT,PERMANENT,2022-01-23,2022-01-09,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Dejan Stanković,Marco Giampaolo,0,0,0,0,0,0,1,0,0,0,0,1,Sampdoria,Sampdoria,SERIE_A,PERMANENT,PERMANENT,2022-10-08,2022-09-17,0,0,1,0,0,1,DRAW,LOSS,AWAY,2022,True,Bounce
Sylvain Didot,Antoine Kombouare,0,0,0,0,0,1,0,0,1,0,0,0,Guingamp,Guingamp,LIGUE_1,INTERIM,PERMANENT,2018-11-10,2018-10-27,0,0,0,1,1,0,LOSS,DRAW,HOME,2018,False,No-Bounce
Jocelyn Gourvennec,Sylvain Didot,0,0,0,0,0,0,0,0,0,0,1,1,Guingamp,Guingamp,LIGUE_1,PERMANENT,INTERIM,2018-11-24,2018-11-04,0,0,0,0,1,1,LOSS,LOSS,AWAY,2018,False,No-Bounce
Fernando Da Cruz,Marcelo Bielsa,0,1,0,0,0,0,0,0,0,0,1,0,Lille,Lille,LIGUE_1,PERMANENT,PERMANENT,2017-11-25,2017-11-17,0,1,0,0,1,0,LOSS,WIN,AWAY,2017,False,No-Bounce
Christophe Galtier,Fernando Da Cruz,0,0,1,0,0,0,0,0,0,0,0,1,Lille,Lille,LIGUE_1,PERMANENT,PERMANENT,2018-01-13,2017-12-16,1,0,0,0,0,1,WIN,LOSS,AWAY,2018,True,Bounce
Quique Setién,Ernesto Valverde,1,1,0,0,0,0,0,0,0,0,0,0,Barcelona,Barcelona,LALIGA,PERMANENT,PERMANENT,2020-01-19,2019-12-21,1,1,0,0,0,0,WIN,WIN,HOME,2020,False,No-Bounce
Sergi Barjuán,Ronald Koeman,0,0,0,0,1,0,0,0,0,1,0,0,Barcelona,Barcelona,LALIGA,INTERIM,PERMANENT,2021-10-30,2021-10-24,0,0,1,0,0,1,DRAW,LOSS,HOME,2021,True,Bounce
Xavi,Sergi Barjuán,1,0,0,0,0,1,0,0,0,0,0,0,Barcelona,Barcelona,LALIGA,PERMANENT,INTERIM,2021-11-20,2021-10-30,1,0,0,1,0,0,WIN,DRAW,HOME,2021,True,Bounce
Roberto De Zerbi,Graham Potter,0,0,0,0,0,0,1,0,0,0,0,1,Brighton,Brighton,EPL,PERMANENT,PERMANENT,2022-10-01,2022-08-30,0,0,1,0,0,1,DRAW,LOSS,AWAY,2022,True,Bounce
Vincenzo Montella,Stefano Pioli,0,0,0,0,1,0,0,1,0,0,0,0,Fiorentina,Fiorentina,SERIE_A,PERMANENT,PERMANENT,2019-04-14,2019-04-03,0,0,1,1,0,0,DRAW,DRAW,HOME,2019,False,No-Bounce
Giuseppe Iachini,Vincenzo Montella,0,0,0,0,0,1,1,0,0,0,0,0,Fiorentina,Fiorentina,SERIE_A,PERMANENT,PERMANENT,2020-01-06,2019-12-15,0,0,1,1,0,0,DRAW,DRAW,AWAY,2020,False,No-Bounce
Cesare Prandelli,Giuseppe Iachini,0,0,0,0,0,0,0,0,1,0,0,1,Fiorentina,Fiorentina,SERIE_A,PERMANENT,PERMANENT,2020-11-22,2020-11-01,0,0,0,0,1,1,LOSS,LOSS,HOME,2020,False,No-Bounce
Giuseppe Iachini,Cesare Prandelli,0,0,0,1,0,0,1,0,0,0,0,0,Fiorentina,Fiorentina,SERIE_A,PERMANENT,PERMANENT,2021-04-03,2021-03-13,0,1,1,0,0,0,DRAW,WIN,AWAY,2021,False,No-Bounce
Luigi Di Biagio,Leonardo Semplici,0,0,0,0,0,0,0,0,0,0,1,1,SPAL,SPAL,SERIE_A,PERMANENT,PERMANENT,2020-02-15,2020-02-02,0,0,0,0,1,1,LOSS,LOSS,AWAY,2020,False,No-Bounce
Adrian Ursea,Patrick Vieira,0,0,0,0,0,0,1,0,0,1,0,0,Nice,Nice,LIGUE_1,PERMANENT,PERMANENT,2020-12-06,2020-11-08,0,0,1,0,0,1,DRAW,LOSS,AWAY,2020,True,Bounce
Didier Digard,Lucien Favre,1,0,0,0,0,1,0,0,0,0,0,0,Nice,Nice,LIGUE_1,PERMANENT,PERMANENT,2023-01-11,2022-12-29,1,0,0,1,0,0,WIN,DRAW,HOME,2023,True,Bounce
Huub Stevens,Domenico Tedesco,0,0,0,0,0,0,0,0,1,1,0,0,Schalke 04,Schalke 04,BUNDESLIGA,PERMANENT,PERMANENT,2019-03-16,2019-03-02,0,0,0,0,1,1,LOSS,LOSS,HOME,2019,False,No-Bounce
Manuel Baum,David Wagner,0,0,0,0,0,0,0,0,0,0,1,1,Schalke 04,Schalke 04,BUNDESLIGA,PERMANENT,PERMANENT,2020-10-03,2020-09-18,0,0,0,0,1,1,LOSS,LOSS,AWAY,2020,False,No-Bounce
Huub Stevens,Manuel Baum,0,0,0,0,0,0,0,1,1,0,0,0,Schalke 04,Schalke 04,BUNDESLIGA,INTERIM,PERMANENT,2020-12-19,2020-12-13,0,0,0,1,1,0,LOSS,DRAW,HOME,2020,False,No-Bounce
Christian Gross,Huub Stevens,0,0,0,0,0,0,0,0,0,1,1,0,Schalke 04,Schalke 04,BUNDESLIGA,PERMANENT,INTERIM,2021-01-02,2020-12-16,0,0,0,0,1,1,LOSS,LOSS,AWAY,2021,False,No-Bounce
Dimitrios Grammozis,Christian Gross,0,0,0,0,1,0,0,0,0,1,0,0,Schalke 04,Schalke 04,BUNDESLIGA,PERMANENT,PERMANENT,2021-03-05,2021-02-20,0,0,1,0,0,1,DRAW,LOSS,HOME,2021,True,Bounce
Matthias Kreutzer,Frank Kramer,0,0,0,0,0,0,0,0,0,0,1,1,Schalke 04,Schalke 04,BUNDESLIGA,INTERIM,PERMANENT,2022-10-23,2022-10-08,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Thomas Reis,Matthias Kreutzer,0,0,0,0,0,0,0,0,1,1,0,0,Schalke 04,Schalke 04,BUNDESLIGA,PERMANENT,INTERIM,2022-10-30,2022-10-14,0,0,0,0,1,1,LOSS,LOSS,HOME,2022,False,No-Bounce
Domenico Tedesco,Jesse Marsch,1,0,0,0,0,0,0,0,0,1,0,0,RB Leipzig,RB Leipzig,BUNDESLIGA,PERMANENT,INTERIM,2021-12-11,2021-11-28,1,0,0,0,0,1,WIN,LOSS,HOME,2021,True,Bounce
Marco Rose,Domenico Tedesco,1,1,0,0,0,0,0,0,0,0,0,0,RB Leipzig,RB Leipzig,BUNDESLIGA,PERMANENT,PERMANENT,2022-09-10,2022-08-27,1,1,0,0,0,0,WIN,WIN,HOME,2022,False,No-Bounce
Ole Gunnar Solskjær,José Mourinho,0,1,1,0,0,0,0,0,0,0,0,0,Manchester Utd,Manchester Utd,EPL,PERMANENT,PERMANENT,2018-12-22,2018-12-08,1,1,0,0,0,0,WIN,WIN,AWAY,2018,False,No-Bounce
Michael Carrick,Ole Gunnar Solskjær,0,0,0,0,0,0,1,0,0,1,0,0,Manchester Utd,Manchester Utd,EPL,INTERIM,PERMANENT,2021-11-28,2021-11-06,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
Ralf Rangnick,Michael Carrick,1,0,0,0,0,0,0,1,0,0,0,0,Manchester Utd,Manchester Utd,EPL,PERMANENT,INTERIM,2021-12-05,2021-11-28,1,0,0,1,0,0,WIN,DRAW,HOME,2021,True,Bounce
Javier Cabello,Luis Zubeldía,0,0,0,0,0,0,0,0,0,0,1,1,Alavés,Alavés,LALIGA,INTERIM,INTERIM,2017-09-20,2017-09-10,0,0,0,0,1,1,LOSS,LOSS,AWAY,2017,False,No-Bounce
Giovanni De Biasi,Javier Cabello,0,0,0,0,0,0,0,0,1,1,0,0,Alavés,Alavés,LALIGA,PERMANENT,INTERIM,2017-09-23,2017-09-17,0,0,0,0,1,1,LOSS,LOSS,HOME,2017,False,No-Bounce
Abelardo Fernández,Giovanni De Biasi,0,0,1,0,0,0,0,0,0,0,0,1,Alavés,Alavés,LALIGA,PERMANENT,PERMANENT,2017-12-04,2017-11-18,1,0,0,0,0,1,WIN,LOSS,AWAY,2017,True,Bounce
Juan López Muñiz,Asier Garitano,0,0,0,0,0,0,0,0,0,1,1,0,Alavés,Alavés,LALIGA,INTERIM,PERMANENT,2020-07-10,2020-07-01,0,0,0,0,1,1,LOSS,LOSS,AWAY,2020,False,No-Bounce
Abelardo Fernández,Pablo Machín,0,0,0,0,0,0,0,0,1,1,0,0,Alavés,Alavés,LALIGA,PERMANENT,PERMANENT,2021-01-19,2021-01-03,0,0,0,0,1,1,LOSS,LOSS,HOME,2021,False,No-Bounce
Javier Calleja,Abelardo Fernández,0,0,0,0,0,0,1,0,0,0,0,1,Alavés,Alavés,LALIGA,PERMANENT,PERMANENT,2021-04-10,2021-03-21,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
Mendilibar,Javier Calleja,0,0,0,0,1,0,0,0,0,0,0,1,Alavés,Alavés,LALIGA,PERMANENT,PERMANENT,2022-01-02,2021-12-18,0,0,1,0,0,1,DRAW,LOSS,HOME,2022,True,Bounce
Julio Velázquez,Mendilibar,0,0,0,0,0,0,0,0,0,1,1,0,Alavés,Alavés,LALIGA,PERMANENT,PERMANENT,2022-04-10,2022-03-19,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Freddie Ljungberg,Unai Emery,0,0,0,0,0,0,1,0,0,0,0,1,Arsenal,Arsenal,EPL,INTERIM,PERMANENT,2019-12-01,2019-11-09,0,0,1,0,0,1,DRAW,LOSS,AWAY,2019,True,Bounce
Mikel Arteta,Freddie Ljungberg,0,0,0,0,0,0,1,0,0,1,0,0,Arsenal,Arsenal,EPL,PERMANENT,INTERIM,2019-12-26,2019-12-15,0,0,1,0,0,1,DRAW,LOSS,AWAY,2019,True,Bounce
Gaizka Garitano,Eduardo Berizzo,1,0,0,0,0,1,0,0,0,0,0,0,Athletic Club,Athletic Club,LALIGA,PERMANENT,PERMANENT,2018-12-10,2018-11-25,1,0,0,1,0,0,WIN,DRAW,HOME,2018,True,Bounce
Marcelino,Gaizka Garitano,0,0,0,0,0,0,0,0,1,1,0,0,Athletic Club,Athletic Club,LALIGA,PERMANENT,PERMANENT,2021-01-06,2020-12-31,0,0,0,0,1,1,LOSS,LOSS,HOME,2021,False,No-Bounce
Antoine Kombouare,Olivier Dall’Oglio,0,0,0,0,1,0,0,0,0,0,0,1,Dijon,Dijon,LIGUE_1,PERMANENT,PERMANENT,2019-01-13,2018-12-08,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
David Linarès,Stéphane Jobard,0,0,0,0,0,0,1,0,0,0,0,1,Dijon,Dijon,LIGUE_1,PERMANENT,PERMANENT,2020-11-08,2020-10-24,0,0,1,0,0,1,DRAW,LOSS,AWAY,2020,True,Bounce
Gennaro Gattuso,Carlo Ancelotti,0,0,0,0,0,0,0,0,1,1,0,0,Napoli,Napoli,SERIE_A,PERMANENT,PERMANENT,2019-12-14,2019-12-01,0,0,0,0,1,1,LOSS,LOSS,HOME,2019,False,No-Bounce
Javi Gracia,Marco Silva,0,0,0,0,0,1,1,0,0,0,0,0,Watford,Watford,EPL,PERMANENT,PERMANENT,2018-01-31,2018-01-13,0,0,1,1,0,0,DRAW,DRAW,AWAY,2018,False,No-Bounce
Quique Flores,Javi Gracia,0,0,0,0,1,0,0,0,0,1,0,0,Watford,Watford,EPL,PERMANENT,PERMANENT,2019-09-15,2019-08-24,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Hayden Mullins,Quique Flores,0,0,0,0,0,0,0,0,0,1,1,0,Watford,Watford,EPL,INTERIM,PERMANENT,2019-12-04,2019-11-23,0,0,0,0,1,1,LOSS,LOSS,AWAY,2019,False,No-Bounce
Nigel Pearson,Hayden Mullins,0,0,0,0,1,0,0,0,0,0,0,1,Watford,Watford,EPL,PERMANENT,INTERIM,2019-12-07,2019-11-30,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Hayden Mullins,Nigel Pearson,0,1,0,0,0,0,0,0,1,0,0,0,Watford,Watford,EPL,INTERIM,PERMANENT,2020-07-21,2020-07-11,0,1,0,0,1,0,LOSS,WIN,HOME,2020,False,No-Bounce
Claudio Ranieri,Xisco,0,0,0,0,0,1,0,0,1,0,0,0,Watford,Watford,EPL,PERMANENT,PERMANENT,2021-10-16,2021-09-25,0,0,0,1,1,0,LOSS,DRAW,HOME,2021,False,No-Bounce
Roy Hodgson,Claudio Ranieri,0,0,0,0,0,0,1,1,0,0,0,0,Watford,Watford,EPL,PERMANENT,PERMANENT,2022-02-05,2022-01-15,0,0,1,1,0,0,DRAW,DRAW,AWAY,2022,False,No-Bounce
José González,Míchel,0,0,0,0,0,0,1,0,0,1,0,0,Málaga,Málaga,LALIGA,PERMANENT,INTERIM,2018-01-22,2018-01-08,0,0,1,0,0,1,DRAW,LOSS,AWAY,2018,True,Bounce
Martin Schmidt,Andries Jonker,0,0,0,0,1,1,0,0,0,0,0,0,Wolfsburg,Wolfsburg,BUNDESLIGA,PERMANENT,INTERIM,2017-09-19,2017-09-09,0,0,1,1,0,0,DRAW,DRAW,HOME,2017,False,No-Bounce
Bruno Labbadia,Martin Schmidt,0,0,0,0,0,0,1,0,0,0,0,1,Wolfsburg,Wolfsburg,BUNDESLIGA,PERMANENT,PERMANENT,2018-02-23,2018-02-11,0,0,1,0,0,1,DRAW,LOSS,AWAY,2018,True,Bounce
Florian Kohfeldt,Mark van Bommel,0,0,1,0,0,0,0,0,0,0,0,1,Wolfsburg,Wolfsburg,BUNDESLIGA,PERMANENT,PERMANENT,2021-10-30,2021-10-16,1,0,0,0,0,1,WIN,LOSS,AWAY,2021,True,Bounce
Paco,Michel,0,0,0,0,1,0,0,0,0,0,0,1,Rayo Vallecano,Rayo Vallecano,LALIGA,PERMANENT,PERMANENT,2019-03-31,2019-03-09,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Paco López,Juan López Muñiz,0,0,1,0,0,0,0,0,0,0,0,1,Levante,Levante,LALIGA,PERMANENT,PERMANENT,2018-03-10,2018-03-01,1,0,0,0,0,1,WIN,LOSS,AWAY,2018,True,Bounce
Javier Pereira,Paco López,0,0,0,0,1,0,0,0,0,0,0,1,Levante,Levante,LALIGA,PERMANENT,PERMANENT,2021-10-16,2021-09-26,0,0,1,0,0,1,DRAW,LOSS,HOME,2021,True,Bounce
Alessio Lisci,Javier Pereira,0,0,0,0,1,1,0,0,0,0,0,0,Levante,Levante,LALIGA,PERMANENT,PERMANENT,2021-12-05,2021-11-19,0,0,1,1,0,0,DRAW,DRAW,HOME,2021,False,No-Bounce
Claudio Ranieri,Eusebio Di Francesco,1,0,0,1,0,0,0,0,0,0,0,0,Roma,Roma,SERIE_A,PERMANENT,PERMANENT,2019-03-11,2019-02-23,1,1,0,0,0,0,WIN,WIN,HOME,2019,False,No-Bounce
Raffaele Palladino,Giovanni Stroppa,1,0,0,0,0,0,0,0,0,1,0,0,Monza,Monza,SERIE_A,PERMANENT,PERMANENT,2022-09-18,2022-09-05,1,0,0,0,0,1,WIN,LOSS,HOME,2022,True,Bounce
Bernd Hollerbach,Markus Gisdol,0,0,0,0,0,0,1,0,0,0,0,1,Hamburger SV,Hamburger SV,BUNDESLIGA,PERMANENT,PERMANENT,2018-01-27,2018-01-13,0,0,1,0,0,1,DRAW,LOSS,AWAY,2018,True,Bounce
Christian Titz,Bernd Hollerbach,0,0,0,0,0,1,0,0,1,0,0,0,Hamburger SV,Hamburger SV,BUNDESLIGA,PERMANENT,PERMANENT,2018-03-17,2018-03-03,0,0,0,1,1,0,LOSS,DRAW,HOME,2018,False,No-Bounce
Bruno Irles,Laurent Batlles,0,0,0,0,0,0,0,0,1,1,0,0,Troyes,Troyes,LIGUE_1,PERMANENT,PERMANENT,2022-01-16,2021-12-12,0,0,0,0,1,1,LOSS,LOSS,HOME,2022,False,No-Bounce
Claude Robin,Bruno Irles,0,0,0,0,0,0,0,0,0,0,1,1,Troyes,Troyes,LIGUE_1,INTERIM,PERMANENT,2022-11-13,2022-10-29,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Patrick Kisnorbo,Claude Robin,0,0,0,0,1,1,0,0,0,0,0,0,Troyes,Troyes,LIGUE_1,PERMANENT,INTERIM,2022-12-28,2022-11-04,0,0,1,1,0,0,DRAW,DRAW,HOME,2022,False,No-Bounce
Eric Bedouet,Jocelyn Gourvennec,0,0,1,1,0,0,0,0,0,0,0,0,Bordeaux,Bordeaux,LIGUE_1,INTERIM,PERMANENT,2018-01-20,2018-01-13,1,1,0,0,0,0,WIN,WIN,AWAY,2018,False,No-Bounce
Gus Poyet,Eric Bedouet,1,0,0,0,0,0,0,0,0,1,0,0,Bordeaux,Bordeaux,LIGUE_1,PERMANENT,INTERIM,2018-01-28,2018-01-16,1,0,0,0,0,1,WIN,LOSS,HOME,2018,True,Bounce
Eric Bedouet,Gus Poyet,0,1,0,0,1,0,0,0,0,0,0,0,Bordeaux,Bordeaux,LIGUE_1,PERMANENT,INTERIM,2018-09-16,2018-08-26,0,1,1,0,0,0,DRAW,WIN,HOME,2018,False,No-Bounce
Paulo Sousa,Eric Bedouet,0,0,0,0,1,0,0,0,0,1,0,0,Bordeaux,Bordeaux,LIGUE_1,PERMANENT,PERMANENT,2019-03-17,2019-03-05,0,0,1,0,0,1,DRAW,LOSS,HOME,2019,True,Bounce
Jaroslav Plašil,Vladimir Petković,0,1,0,0,0,0,0,0,0,0,1,0,Bordeaux,Bordeaux,LIGUE_1,INTERIM,PERMANENT,2022-02-13,2022-01-23,0,1,0,0,1,0,LOSS,WIN,AWAY,2022,False,No-Bounce
David Guion,Jaroslav Plašil,0,0,0,0,1,0,0,0,0,0,0,1,Bordeaux,Bordeaux,LIGUE_1,PERMANENT,INTERIM,2022-02-20,2022-02-06,0,0,1,0,0,1,DRAW,LOSS,HOME,2022,True,Bounce
Roberto De Zerbi,Marco Baroni,0,0,0,0,0,0,0,0,0,0,1,1,Benevento,Benevento,SERIE_A,PERMANENT,PERMANENT,2017-10-25,2017-10-16,0,0,0,0,1,1,LOSS,LOSS,AWAY,2017,False,No-Bounce
Roy Hodgson,Frank de Boer,0,0,0,0,0,0,0,0,1,1,0,0,Crystal Palace,Crystal Palace,EPL,PERMANENT,INTERIM,2017-09-16,2017-08-26,0,0,0,0,1,1,LOSS,LOSS,HOME,2017,False,No-Bounce
Paddy McCarthy,Patrick Vieira,0,0,0,0,0,0,0,0,0,1,1,0,Crystal Palace,Crystal Palace,EPL,INTERIM,PERMANENT,2023-03-19,2023-03-11,0,0,0,0,1,1,LOSS,LOSS,AWAY,2023,False,No-Bounce
Roy Hodgson,Paddy McCarthy,1,0,0,0,0,0,0,0,0,0,0,1,Crystal Palace,Crystal Palace,EPL,PERMANENT,INTERIM,2023-04-01,2023-03-15,1,0,0,0,0,1,WIN,LOSS,HOME,2023,True,Bounce
Mathieu Le Scornet,Julien Stéphan,0,0,0,0,1,0,0,0,0,0,0,1,Strasbourg,Strasbourg,LIGUE_1,PERMANENT,PERMANENT,2023-01-11,2022-12-28,0,0,1,0,0,1,DRAW,LOSS,HOME,2023,True,Bounce
Frédéric Antonetti,Mathieu Le Scornet,1,1,0,0,0,0,0,0,0,0,0,0,Strasbourg,Strasbourg,LIGUE_1,PERMANENT,PERMANENT,2023-02-18,2023-02-05,1,1,0,0,0,0,WIN,WIN,HOME,2023,False,No-Bounce
Paulo Pezzolano,Pacheta,0,0,0,0,1,0,0,0,0,1,0,0,Valladolid,Valladolid,LALIGA,PERMANENT,PERMANENT,2023-04-09,2023-03-17,0,0,1,0,0,1,DRAW,LOSS,HOME,2023,True,Bounce
Roberto D'Aversa,Fabio Liverani,0,0,0,0,0,0,0,0,1,1,0,0,Parma,Parma,SERIE_A,PERMANENT,PERMANENT,2021-01-10,2021-01-03,0,0,0,0,1,1,LOSS,LOSS,HOME,2021,False,No-Bounce
Quique Flores,Míchel,0,0,0,0,0,0,1,0,0,0,0,1,Getafe,Getafe,LALIGA,PERMANENT,PERMANENT,2021-10-16,2021-09-26,0,0,1,0,0,1,DRAW,LOSS,AWAY,2021,True,Bounce
Pepe Bordalás,Quique Flores,0,0,0,0,0,0,0,0,0,0,1,1,Getafe,Getafe,LALIGA,PERMANENT,PERMANENT,2023-04-30,2023-04-23,0,0,0,0,1,1,LOSS,LOSS,AWAY,2023,False,No-Bounce
Giuseppe Iachini,Cristian Bucchi,0,0,0,1,0,0,0,0,0,0,1,0,Sassuolo,Sassuolo,SERIE_A,PERMANENT,PERMANENT,2017-12-03,2017-11-19,0,1,0,0,1,0,LOSS,WIN,AWAY,2017,False,No-Bounce
David Unsworth,Ronald Koeman,0,0,0,0,0,0,0,1,0,0,1,0,Everton,Everton,EPL,INTERIM,PERMANENT,2017-10-29,2017-10-15,0,0,0,1,1,0,LOSS,DRAW,AWAY,2017,False,No-Bounce
Sam Allardyce,David Unsworth,1,0,0,0,0,0,0,0,0,0,0,1,Everton,Everton,EPL,PERMANENT,INTERIM,2017-12-02,2017-11-26,1,0,0,0,0,1,WIN,LOSS,HOME,2017,True,Bounce
Duncan Ferguson,Marco Silva,1,0,0,0,0,0,0,0,0,0,0,1,Everton,Everton,EPL,INTERIM,PERMANENT,2019-12-07,2019-12-01,1,0,0,0,0,1,WIN,LOSS,HOME,2019,True,Bounce
Carlo Ancelotti,Duncan Ferguson,1,0,0,0,0,0,0,1,0,0,0,0,Everton,Everton,EPL,PERMANENT,INTERIM,2019-12-26,2019-12-15,1,0,0,1,0,0,WIN,DRAW,HOME,2019,True,Bounce
Duncan Ferguson,Rafael Benítez,0,0,0,0,0,0,0,0,1,1,0,0,Everton,Everton,EPL,INTERIM,PERMANENT,2022-01-22,2022-01-02,0,0,0,0,1,1,LOSS,LOSS,HOME,2022,False,No-Bounce
Frank Lampard,Duncan Ferguson,0,0,0,0,0,0,0,0,0,0,1,1,Everton,Everton,EPL,PERMANENT,INTERIM,2022-02-08,2022-01-15,0,0,0,0,1,1,LOSS,LOSS,AWAY,2022,False,No-Bounce
Sean Dyche,Frank Lampard,1,0,0,0,0,0,0,0,0,1,0,0,Everton,Everton,EPL,PERMANENT,PERMANENT,2023-02-04,2023-01-14,1,0,0,0,0,1,WIN,LOSS,HOME,2023,True,Bounce
